/mnt/workspace
Namespace(dataset='PEMS07', mode='train', device='cuda:0', debug=False, model='MGSTGNN', cuda=True, val_ratio=0.2, test_ratio=0.2, in_steps=12, out_steps=12, num_nodes=883, normalizer='std', adj_norm=False, input_dim=5, flow_dim=1, period_dim=1, weekend_dim=1, holiday_dim=1, hop_dim=1, weather_dim=0, dim_discriminator=256, alpha_discriminator=0.2, use_discriminator=False, use_embs=False, num_input_dim=1, input_embedding_dim=0, periods_embedding_dim=[12], weekend_embedding_dim=12, holiday_embedding_dim=0, spatial_embedding_dim=0, adaptive_embedding_dim=0, output_dim=1, embed_dim=12, rnn_units=64, num_grus=[2, 2], periods=[288], predict_time=3, use_back=True, loss_func='mae', random=False, seed=10, batch_size=16, epochs=20, lr_init=0.006, lr_decay=True, lr_decay_rate=0.3, lr_decay_step='15,35,35', early_stop=True, early_stop_patience=15, grad_norm=False, max_grad_norm=5, real_value=True, mae_thresh=None, mape_thresh=0.0, log_dir='./', log_step=20, plot=False)
*****************Model Parameter*****************
mgstgnn.encoder.node_embeddings torch.Size([883, 12]) True
mgstgnn.encoder.time_embeddings torch.Size([16, 12, 12]) True
mgstgnn.encoder.periods_embedding.0.weight torch.Size([288, 12]) True
mgstgnn.encoder.weekend_embedding.weight torch.Size([7, 12]) True
mgstgnn.predictor.grus.0.gate.weights_pool torch.Size([12, 2, 65, 128]) True
mgstgnn.predictor.grus.0.gate.bias_pool torch.Size([12, 128]) True
mgstgnn.predictor.grus.0.gate.norm.weight torch.Size([12]) True
mgstgnn.predictor.grus.0.gate.norm.bias torch.Size([12]) True
mgstgnn.predictor.grus.0.update.weights_pool torch.Size([12, 2, 65, 64]) True
mgstgnn.predictor.grus.0.update.bias_pool torch.Size([12, 64]) True
mgstgnn.predictor.grus.0.update.norm.weight torch.Size([12]) True
mgstgnn.predictor.grus.0.update.norm.bias torch.Size([12]) True
mgstgnn.predictor.grus.1.gate.weights_pool torch.Size([12, 2, 65, 128]) True
mgstgnn.predictor.grus.1.gate.bias_pool torch.Size([12, 128]) True
mgstgnn.predictor.grus.1.gate.norm.weight torch.Size([12]) True
mgstgnn.predictor.grus.1.gate.norm.bias torch.Size([12]) True
mgstgnn.predictor.grus.1.update.weights_pool torch.Size([12, 2, 65, 64]) True
mgstgnn.predictor.grus.1.update.bias_pool torch.Size([12, 64]) True
mgstgnn.predictor.grus.1.update.norm.weight torch.Size([12]) True
mgstgnn.predictor.grus.1.update.norm.bias torch.Size([12]) True
mgstgnn.predictor.grus.2.gate.weights_pool torch.Size([12, 2, 65, 128]) True
mgstgnn.predictor.grus.2.gate.bias_pool torch.Size([12, 128]) True
mgstgnn.predictor.grus.2.gate.norm.weight torch.Size([12]) True
mgstgnn.predictor.grus.2.gate.norm.bias torch.Size([12]) True
mgstgnn.predictor.grus.2.update.weights_pool torch.Size([12, 2, 65, 64]) True
mgstgnn.predictor.grus.2.update.bias_pool torch.Size([12, 64]) True
mgstgnn.predictor.grus.2.update.norm.weight torch.Size([12]) True
mgstgnn.predictor.grus.2.update.norm.bias torch.Size([12]) True
mgstgnn.predictor.grus.3.gate.weights_pool torch.Size([12, 2, 65, 128]) True
mgstgnn.predictor.grus.3.gate.bias_pool torch.Size([12, 128]) True
mgstgnn.predictor.grus.3.gate.norm.weight torch.Size([12]) True
mgstgnn.predictor.grus.3.gate.norm.bias torch.Size([12]) True
mgstgnn.predictor.grus.3.update.weights_pool torch.Size([12, 2, 65, 64]) True
mgstgnn.predictor.grus.3.update.bias_pool torch.Size([12, 64]) True
mgstgnn.predictor.grus.3.update.norm.weight torch.Size([12]) True
mgstgnn.predictor.grus.3.update.norm.bias torch.Size([12]) True
mgstgnn.predictor.backs.0.weight torch.Size([1, 64]) True
mgstgnn.predictor.backs.0.bias torch.Size([1]) True
mgstgnn.predictor.backs.1.weight torch.Size([1, 64]) True
mgstgnn.predictor.backs.1.bias torch.Size([1]) True
mgstgnn.predictor.backs.2.weight torch.Size([1, 64]) True
mgstgnn.predictor.backs.2.bias torch.Size([1]) True
mgstgnn.predictor.backs.3.weight torch.Size([1, 64]) True
mgstgnn.predictor.backs.3.bias torch.Size([1]) True
mgstgnn.predictor.predictors.0.weight torch.Size([12, 3, 1, 64]) True
mgstgnn.predictor.predictors.0.bias torch.Size([12]) True
mgstgnn.predictor.predictors.1.weight torch.Size([12, 3, 1, 64]) True
mgstgnn.predictor.predictors.1.bias torch.Size([12]) True
mgstgnn.predictor.skips.0.weight torch.Size([12, 3, 1, 64]) True
mgstgnn.predictor.skips.0.bias torch.Size([12]) True
Total params num: 1231136
*****************Finish Parameter****************
(28224, 883, 5)
Train:  (16912, 12, 883, 5) (16912, 12, 883, 1)
Val:  (5622, 12, 883, 5) (5622, 12, 883, 1)
Test:  (5621, 12, 883, 5) (5621, 12, 883, 1)
Applying learning rate decay.
Creat Log File in:  /mnt/workspace/MGSTGNN/exps/logs/PEMS07/20231124224558/run.log
2023-11-24 22:45: Namespace(dataset='PEMS07', mode='train', device='cuda:0', debug=False, model='MGSTGNN', cuda=True, val_ratio=0.2, test_ratio=0.2, in_steps=12, out_steps=12, num_nodes=883, normalizer='std', adj_norm=False, input_dim=5, flow_dim=1, period_dim=1, weekend_dim=1, holiday_dim=1, hop_dim=1, weather_dim=0, dim_discriminator=256, alpha_discriminator=0.2, use_discriminator=False, use_embs=False, num_input_dim=1, input_embedding_dim=0, periods_embedding_dim=[12], weekend_embedding_dim=12, holiday_embedding_dim=0, spatial_embedding_dim=0, adaptive_embedding_dim=0, output_dim=1, embed_dim=12, rnn_units=64, num_grus=[2, 2], periods=[288], predict_time=3, use_back=True, loss_func='mae', random=False, seed=10, batch_size=16, epochs=20, lr_init=0.006, lr_decay=True, lr_decay_rate=0.3, lr_decay_step='15,35,35', early_stop=True, early_stop_patience=15, grad_norm=False, max_grad_norm=5, real_value=True, mae_thresh=None, mape_thresh=0.0, log_dir='/mnt/workspace/MGSTGNN/exps/logs/PEMS07/20231124224558', log_step=20, plot=False)
2023-11-24 22:45: Experiment log path in: /mnt/workspace/MGSTGNN/exps/logs/PEMS07/20231124224558
2023-11-24 22:46: Train Epoch 1: 20/1057 Generator Loss: 74.828705
2023-11-24 22:46: Train Epoch 1: 40/1057 Generator Loss: 36.403816
2023-11-24 22:46: Train Epoch 1: 60/1057 Generator Loss: 37.792004
2023-11-24 22:46: Train Epoch 1: 80/1057 Generator Loss: 34.980949
2023-11-24 22:46: Train Epoch 1: 100/1057 Generator Loss: 34.070789
2023-11-24 22:46: Train Epoch 1: 120/1057 Generator Loss: 30.024673
2023-11-24 22:46: Train Epoch 1: 140/1057 Generator Loss: 29.475168
2023-11-24 22:46: Train Epoch 1: 160/1057 Generator Loss: 32.264061
2023-11-24 22:46: Train Epoch 1: 180/1057 Generator Loss: 31.525854
2023-11-24 22:46: Train Epoch 1: 200/1057 Generator Loss: 30.234087
2023-11-24 22:46: Train Epoch 1: 220/1057 Generator Loss: 31.450953
2023-11-24 22:46: Train Epoch 1: 240/1057 Generator Loss: 30.056856
2023-11-24 22:47: Train Epoch 1: 260/1057 Generator Loss: 29.094835
2023-11-24 22:47: Train Epoch 1: 280/1057 Generator Loss: 24.755329
2023-11-24 22:47: Train Epoch 1: 300/1057 Generator Loss: 23.834423
2023-11-24 22:47: Train Epoch 1: 320/1057 Generator Loss: 27.117676
2023-11-24 22:47: Train Epoch 1: 340/1057 Generator Loss: 25.079346
2023-11-24 22:47: Train Epoch 1: 360/1057 Generator Loss: 27.457104
2023-11-24 22:47: Train Epoch 1: 380/1057 Generator Loss: 27.087280
2023-11-24 22:47: Train Epoch 1: 400/1057 Generator Loss: 25.252449
2023-11-24 22:47: Train Epoch 1: 420/1057 Generator Loss: 26.314995
2023-11-24 22:47: Train Epoch 1: 440/1057 Generator Loss: 24.678589
2023-11-24 22:47: Train Epoch 1: 460/1057 Generator Loss: 27.055281
2023-11-24 22:47: Train Epoch 1: 480/1057 Generator Loss: 27.669016
2023-11-24 22:48: Train Epoch 1: 500/1057 Generator Loss: 23.471863
2023-11-24 22:48: Train Epoch 1: 520/1057 Generator Loss: 28.283409
2023-11-24 22:48: Train Epoch 1: 540/1057 Generator Loss: 26.722956
2023-11-24 22:48: Train Epoch 1: 560/1057 Generator Loss: 26.106138
2023-11-24 22:48: Train Epoch 1: 580/1057 Generator Loss: 25.404787
2023-11-24 22:48: Train Epoch 1: 600/1057 Generator Loss: 24.851124
2023-11-24 22:48: Train Epoch 1: 620/1057 Generator Loss: 25.848511
2023-11-24 22:48: Train Epoch 1: 640/1057 Generator Loss: 25.215445
2023-11-24 22:48: Train Epoch 1: 660/1057 Generator Loss: 24.887283
2023-11-24 22:48: Train Epoch 1: 680/1057 Generator Loss: 25.190975
2023-11-24 22:48: Train Epoch 1: 700/1057 Generator Loss: 25.481041
2023-11-24 22:48: Train Epoch 1: 720/1057 Generator Loss: 26.936256
2023-11-24 22:49: Train Epoch 1: 740/1057 Generator Loss: 25.905310
2023-11-24 22:49: Train Epoch 1: 760/1057 Generator Loss: 22.999886
2023-11-24 22:49: Train Epoch 1: 780/1057 Generator Loss: 21.346830
2023-11-24 22:49: Train Epoch 1: 800/1057 Generator Loss: 23.623882
2023-11-24 22:49: Train Epoch 1: 820/1057 Generator Loss: 23.101875
2023-11-24 22:49: Train Epoch 1: 840/1057 Generator Loss: 26.108595
2023-11-24 22:49: Train Epoch 1: 860/1057 Generator Loss: 24.091509
2023-11-24 22:49: Train Epoch 1: 880/1057 Generator Loss: 24.444130
2023-11-24 22:49: Train Epoch 1: 900/1057 Generator Loss: 22.383692
2023-11-24 22:49: Train Epoch 1: 920/1057 Generator Loss: 27.647190
2023-11-24 22:49: Train Epoch 1: 940/1057 Generator Loss: 23.000313
2023-11-24 22:49: Train Epoch 1: 960/1057 Generator Loss: 23.208557
2023-11-24 22:50: Train Epoch 1: 980/1057 Generator Loss: 22.539049
2023-11-24 22:50: Train Epoch 1: 1000/1057 Generator Loss: 23.478214
2023-11-24 22:50: Train Epoch 1: 1020/1057 Generator Loss: 23.699022
2023-11-24 22:50: Train Epoch 1: 1040/1057 Generator Loss: 22.934437
2023-11-24 22:50: **********Train Epoch 1: Averaged Generator Loss: 29.950223, Averaged spatial Discriminator Loss: 0.000000, Averaged temporal Discriminator Loss: 0.000000
2023-11-24 22:50: **********Val Epoch 1: average Loss: 22.744444
2023-11-24 22:51: **********test Epoch 1: average Loss: 23.067231
2023-11-24 22:51: *********************************Current best model saved!
2023-11-24 22:51: Train Epoch 2: 20/1057 Generator Loss: 24.576124
2023-11-24 22:51: Train Epoch 2: 40/1057 Generator Loss: 23.166348
2023-11-24 22:51: Train Epoch 2: 60/1057 Generator Loss: 21.259184
2023-11-24 22:51: Train Epoch 2: 80/1057 Generator Loss: 23.592199
2023-11-24 22:51: Train Epoch 2: 100/1057 Generator Loss: 25.379999
2023-11-24 22:51: Train Epoch 2: 120/1057 Generator Loss: 24.571703
2023-11-24 22:51: Train Epoch 2: 140/1057 Generator Loss: 23.407322
2023-11-24 22:52: Train Epoch 2: 160/1057 Generator Loss: 24.966385
2023-11-24 22:52: Train Epoch 2: 180/1057 Generator Loss: 28.053406
2023-11-24 22:52: Train Epoch 2: 200/1057 Generator Loss: 22.169508
2023-11-24 22:52: Train Epoch 2: 220/1057 Generator Loss: 24.556063
2023-11-24 22:52: Train Epoch 2: 240/1057 Generator Loss: 23.937616
2023-11-24 22:52: Train Epoch 2: 260/1057 Generator Loss: 23.952370
2023-11-24 22:52: Train Epoch 2: 280/1057 Generator Loss: 21.592348
2023-11-24 22:52: Train Epoch 2: 300/1057 Generator Loss: 18.499496
2023-11-24 22:52: Train Epoch 2: 320/1057 Generator Loss: 22.913198
2023-11-24 22:52: Train Epoch 2: 340/1057 Generator Loss: 19.681305
2023-11-24 22:52: Train Epoch 2: 360/1057 Generator Loss: 26.138216
2023-11-24 22:52: Train Epoch 2: 380/1057 Generator Loss: 22.871012
2023-11-24 22:53: Train Epoch 2: 400/1057 Generator Loss: 25.148565
2023-11-24 22:53: Train Epoch 2: 420/1057 Generator Loss: 20.576344
2023-11-24 22:53: Train Epoch 2: 440/1057 Generator Loss: 23.095570
2023-11-24 22:53: Train Epoch 2: 460/1057 Generator Loss: 19.855831
2023-11-24 22:53: Train Epoch 2: 480/1057 Generator Loss: 24.012102
2023-11-24 22:53: Train Epoch 2: 500/1057 Generator Loss: 22.350050
2023-11-24 22:53: Train Epoch 2: 520/1057 Generator Loss: 20.958097
2023-11-24 22:53: Train Epoch 2: 540/1057 Generator Loss: 20.679337
2023-11-24 22:53: Train Epoch 2: 560/1057 Generator Loss: 23.497301
2023-11-24 22:53: Train Epoch 2: 580/1057 Generator Loss: 23.940901
2023-11-24 22:53: Train Epoch 2: 600/1057 Generator Loss: 21.144432
2023-11-24 22:53: Train Epoch 2: 620/1057 Generator Loss: 22.938286
2023-11-24 22:54: Train Epoch 2: 640/1057 Generator Loss: 22.417009
2023-11-24 22:54: Train Epoch 2: 660/1057 Generator Loss: 22.236799
2023-11-24 22:54: Train Epoch 2: 680/1057 Generator Loss: 24.287956
2023-11-24 22:54: Train Epoch 2: 700/1057 Generator Loss: 21.102818
2023-11-24 22:54: Train Epoch 2: 720/1057 Generator Loss: 22.539980
2023-11-24 22:54: Train Epoch 2: 740/1057 Generator Loss: 20.471554
2023-11-24 22:54: Train Epoch 2: 760/1057 Generator Loss: 20.701477
2023-11-24 22:54: Train Epoch 2: 780/1057 Generator Loss: 21.738035
2023-11-24 22:54: Train Epoch 2: 800/1057 Generator Loss: 21.138151
2023-11-24 22:54: Train Epoch 2: 820/1057 Generator Loss: 19.344957
2023-11-24 22:54: Train Epoch 2: 840/1057 Generator Loss: 21.008476
2023-11-24 22:54: Train Epoch 2: 860/1057 Generator Loss: 24.150768
